search_term,impressions,clicks,spend,sales,purchases,units_sold,ctr,cvr,cpc,acos,roas
0,138,1,0.75,0.0,0,0,0.007246376811594203,0.0,0.75,0.0,0.0
10 & 1 hair growth oil,13,1,0.9,0.0,0,0,0.07692307692307693,0.0,0.9,0.0,0.0
10 in 1 hair growth oil,90,1,0.68,0.0,0,0,0.011111111111111112,0.0,0.68,0.0,0.0
100 0/0 unrefined batana oil,1,1,0.8,0.0,0,0,1.0,0.0,0.8,0.0,0.0
100 batana oil,59,1,0.75,0.0,0,0,0.01694915254237288,0.0,0.75,0.0,0.0
100 percent organic batana oil,2,1,1.5,0.0,0,0,0.5,0.0,1.5,0.0,0.0
100 percent pure batana oil,4,1,2.78,0.0,0,0,0.25,0.0,2.78,0.0,0.0
100 percent pure raw unrefined batana oil organic from homduras,1,1,0.74,0.0,0,0,1.0,0.0,0.74,0.0,0.0
100 percent raw batana with no other ingredients,1,1,0.85,19.99,1,1,1.0,1.0,0.85,0.04252126063031516,23.517647058823528
100 percent unrefined botana oil hair growth,1,1,1.35,0.0,0,0,1.0,0.0,1.35,0.0,0.0
100% batana oil,56,2,4.2,0.0,0,0,0.03571428571428571,0.0,2.1,0.0,0.0
100% batana oil for hair growth,4,1,1.4,0.0,0,0,0.25,0.0,1.4,0.0,0.0
100% batana oil made in honduras,13,1,0.75,0.0,0,0,0.07692307692307693,0.0,0.75,0.0,0.0
100% batana oil raw,4,1,0.8,0.0,0,0,0.25,0.0,0.8,0.0,0.0
100% natural raw batana oil for hair growth,3,1,1.58,0.0,0,0,0.3333333333333333,0.0,1.58,0.0,0.0
100% pure batana oil grease for hair growth dr sebi,1,1,0.99,0.0,0,0,1.0,0.0,0.99,0.0,0.0
100% raw batana oil,8,1,1.8,0.0,0,0,0.125,0.0,1.8,0.0,0.0
100% raw batana oil paste,86,1,1.08,0.0,0,0,0.011627906976744186,0.0,1.08,0.0,0.0
100% raw botana oil hair growth,2,1,0.65,0.0,0,0,0.5,0.0,0.65,0.0,0.0
100% unrefined batana oil for hair growth,5,1,0.92,0.0,0,0,0.2,0.0,0.92,0.0,0.0
27 pieces human hair quick weave pixie,7,1,0.9,0.0,0,0,0.14285714285714285,0.0,0.9,0.0,0.0
4 girls and a mom oil,1,1,0.75,0.0,0,0,1.0,0.0,0.75,0.0,0.0
4c hair growth oil,53,1,1.12,0.0,0,0,0.018867924528301886,0.0,1.12,0.0,0.0
4c hair moisturizer,303,10,5.83,11.99,1,1,0.033003300330033,0.1,0.583,0.4862385321100917,2.056603773584906
4c natural hair care products,1,1,0.6,0.0,0,0,1.0,0.0,0.6,0.0,0.0
7 oils for hair growth,74,1,0.9,0.0,0,0,0.013513513513513514,0.0,0.9,0.0,0.0
B000142VNE,5,2,0.9,0.0,0,0,0.4,0.0,0.45,0.0,0.0
B00028O63M,4,1,0.5,0.0,0,0,0.25,0.0,0.5,0.0,0.0
B0009R5CMK,2,1,0.5,0.0,0,0,0.5,0.0,0.5,0.0,0.0
B000GGPK0I,1051,9,4.51,0.0,0,0,0.008563273073263558,0.0,0.5011111111111111,0.0,0.0
B000JWM7E6,582,5,2.3,0.0,0,0,0.00859106529209622,0.0,0.45999999999999996,0.0,0.0
B000NEE8ZQ,24,1,0.49,11.99,1,1,0.041666666666666664,1.0,0.49,0.0408673894912427,24.46938775510204
B000NHJKTW,58,1,0.42,0.0,0,0,0.017241379310344827,0.0,0.42,0.0,0.0
B000R93I76,72,1,0.8,0.0,0,0,0.013888888888888888,0.0,0.8,0.0,0.0
B000T7AIW4,40,1,0.3,16.99,1,1,0.025,1.0,0.3,0.017657445556209538,56.63333333333333
B000TF779I,712,3,1.15,0.0,0,0,0.004213483146067416,0.0,0.3833333333333333,0.0,0.0
B000V8MTIC,2911,36,19.630000000000003,11.99,1,1,0.012366884232222604,0.027777777777777776,0.5452777777777779,1.6371976647206006,0.6107997962302597
B000XI8Z5Q,148,1,0.4,0.0,0,0,0.006756756756756757,0.0,0.4,0.0,0.0
B000ZNWZ78,3,1,0.5,0.0,0,0,0.3333333333333333,0.0,0.5,0.0,0.0
B000ZZQMCK,30,1,0.35,0.0,0,0,0.03333333333333333,0.0,0.35,0.0,0.0
B001797W40,169,2,1.7,0.0,0,0,0.011834319526627219,0.0,0.85,0.0,0.0
B001RVKB50,158,1,0.6,0.0,0,0,0.006329113924050633,0.0,0.6,0.0,0.0
B002BWYROA,61,1,0.15,0.0,0,0,0.01639344262295082,0.0,0.15,0.0,0.0
B002JUZEVO,23,1,0.57,0.0,0,0,0.043478260869565216,0.0,0.57,0.0,0.0
B002US06CW,26,1,0.35,0.0,0,0,0.038461538461538464,0.0,0.35,0.0,0.0
B00329TN3Q,56,2,1.0,0.0,0,0,0.03571428571428571,0.0,0.5,0.0,0.0
B003RQ226Y,644,7,4.35,9.99,1,1,0.010869565217391304,0.14285714285714285,0.6214285714285713,0.4354354354354354,2.2965517241379314
B003ZCU14A,27,1,0.41,0.0,0,0,0.037037037037037035,0.0,0.41,0.0,0.0
B00449OE0K,7,1,0.6,0.0,0,0,0.14285714285714285,0.0,0.6,0.0,0.0
B004NMR6TY,72,2,1.0,0.0,0,0,0.027777777777777776,0.0,0.5,0.0,0.0
B004O9FBCK,12,2,1.15,0.0,0,0,0.16666666666666666,0.0,0.575,0.0,0.0
B004TSMN7M,28,1,0.4,0.0,0,0,0.03571428571428571,0.0,0.4,0.0,0.0
B004YRUYE2,92,1,0.8,0.0,0,0,0.010869565217391304,0.0,0.8,0.0,0.0
B005B0XD9O,35,1,0.36,0.0,0,0,0.02857142857142857,0.0,0.36,0.0,0.0
B005DI4ZJQ,376,2,0.8500000000000001,0.0,0,0,0.005319148936170213,0.0,0.42500000000000004,0.0,0.0
B005H7I5E4,209,2,2.25,0.0,0,0,0.009569377990430622,0.0,1.125,0.0,0.0
B005IUGWD6,476,3,1.19,0.0,0,0,0.0063025210084033615,0.0,0.39666666666666667,0.0,0.0
B005TVX7UK,29,2,0.43,0.0,0,0,0.06896551724137931,0.0,0.215,0.0,0.0
B00692Q9IU,279,4,1.51,0.0,0,0,0.014336917562724014,0.0,0.3775,0.0,0.0
B006FJPKT6,120,1,0.65,16.99,1,1,0.008333333333333333,1.0,0.65,0.038257798705120666,26.138461538461534
B006J44BSI,15,1,0.4,0.0,0,0,0.06666666666666667,0.0,0.4,0.0,0.0
B007CLP7MQ,35,1,0.18,0.0,0,0,0.02857142857142857,0.0,0.18,0.0,0.0
B0083H8ASG,497,2,1.05,0.0,0,0,0.004024144869215292,0.0,0.525,0.0,0.0
B0094KPK70,25,2,1.03,0.0,0,0,0.08,0.0,0.515,0.0,0.0
B00BGL5AIE,9,1,0.5,0.0,0,0,0.1111111111111111,0.0,0.5,0.0,0.0
B00E3B1SVM,69,1,0.57,0.0,0,0,0.014492753623188406,0.0,0.57,0.0,0.0
B00E3B1ZPG,83,3,1.49,0.0,0,0,0.03614457831325301,0.0,0.49666666666666665,0.0,0.0
B00F54IZAI,46,1,0.51,0.0,0,0,0.021739130434782608,0.0,0.51,0.0,0.0
B00FEMDPWY,48,2,0.95,0.0,0,0,0.041666666666666664,0.0,0.475,0.0,0.0
B00GMOY9HI,3,1,0.5,67.96,1,4,0.3333333333333333,1.0,0.5,0.007357268981753973,135.92
B00HDOZE5C,47,1,0.45,0.0,0,0,0.02127659574468085,0.0,0.45,0.0,0.0
B00HZKIILQ,36,1,0.55,0.0,0,0,0.027777777777777776,0.0,0.55,0.0,0.0
B00ICAGF22,484,1,0.29,0.0,0,0,0.002066115702479339,0.0,0.29,0.0,0.0
B00IDA3V96,77,1,0.5,0.0,0,0,0.012987012987012988,0.0,0.5,0.0,0.0
B00IUBLJPG,96,1,0.4,0.0,0,0,0.010416666666666666,0.0,0.4,0.0,0.0
B00J5RQ968,1041,13,7.41,0.0,0,0,0.012487992315081652,0.0,0.5700000000000001,0.0,0.0
B00J8BZSRW,11,1,0.45,0.0,0,0,0.09090909090909091,0.0,0.45,0.0,0.0
B00KC4A74I,69,1,0.5,0.0,0,0,0.014492753623188406,0.0,0.5,0.0,0.0
B00KC4A8VA,17,1,0.55,0.0,0,0,0.058823529411764705,0.0,0.55,0.0,0.0
B00MH9T98G,42,1,0.46,0.0,0,0,0.023809523809523808,0.0,0.46,0.0,0.0
B00MKCMDMY,52,2,0.7,0.0,0,0,0.038461538461538464,0.0,0.35,0.0,0.0
B00NFUEOIG,3,1,0.5,0.0,0,0,0.3333333333333333,0.0,0.5,0.0,0.0
B00NFV4E7Q,3,1,0.5,0.0,0,0,0.3333333333333333,0.0,0.5,0.0,0.0
B00P06MX2M,293,1,0.29,0.0,0,0,0.0034129692832764505,0.0,0.29,0.0,0.0
B00PKHV6U6,8,1,1.05,0.0,0,0,0.125,0.0,1.05,0.0,0.0
B00RZX3Y4O,51,2,0.8,0.0,0,0,0.0392156862745098,0.0,0.4,0.0,0.0
B00ZGC8X2E,50,2,0.76,0.0,0,0,0.04,0.0,0.38,0.0,0.0
B011W570KE,10,1,0.8,0.0,0,0,0.1,0.0,0.8,0.0,0.0
B0142A9TZU,59,3,1.33,0.0,0,0,0.05084745762711865,0.0,0.44333333333333336,0.0,0.0
B01AUJ1QXA,56,2,1.2,16.99,1,1,0.03571428571428571,0.5,0.6,0.07062978222483815,14.158333333333333
B01BV3I85I,19,1,0.45,0.0,0,0,0.05263157894736842,0.0,0.45,0.0,0.0
B01GR1SPNE,21,1,0.37,0.0,0,0,0.047619047619047616,0.0,0.37,0.0,0.0
B01I2ZQJSG,12727,53,29.880000000000003,51.96,4,4,0.004164374950891805,0.07547169811320754,0.5637735849056604,0.5750577367205543,1.7389558232931726
B01IAJDWYI,6,1,0.6,0.0,0,0,0.16666666666666666,0.0,0.6,0.0,0.0
B01JVDK8K8,182,4,2.22,0.0,0,0,0.02197802197802198,0.0,0.555,0.0,0.0
B01LTIAU6A,4,1,0.65,0.0,0,0,0.25,0.0,0.65,0.0,0.0
B01M1BQFDO,6,1,0.45,0.0,0,0,0.16666666666666666,0.0,0.45,0.0,0.0
B01M5KZTAQ,15,1,0.55,0.0,0,0,0.06666666666666667,0.0,0.55,0.0,0.0
B01MU9AUX7,18,1,0.55,0.0,0,0,0.05555555555555555,0.0,0.55,0.0,0.0
B01N539G26,56,2,0.7,0.0,0,0,0.03571428571428571,0.0,0.35,0.0,0.0
B01NALN8Q9,43,1,0.8,0.0,0,0,0.023255813953488372,0.0,0.8,0.0,0.0
B01NAMJSOX,5,1,0.45,0.0,0,0,0.2,0.0,0.45,0.0,0.0
B01NAQ3N7Q,36,1,0.38,0.0,0,0,0.027777777777777776,0.0,0.38,0.0,0.0
B01NBIYOCP,732,4,2.04,0.0,0,0,0.00546448087431694,0.0,0.51,0.0,0.0
B074LSMQJ3,55,1,0.61,0.0,0,0,0.01818181818181818,0.0,0.61,0.0,0.0
B074LSYFTJ,16,1,0.5,0.0,0,0,0.0625,0.0,0.5,0.0,0.0
B074LTNQBP,137,1,0.65,0.0,0,0,0.0072992700729927005,0.0,0.65,0.0,0.0
B074LVMLNG,125,1,0.75,0.0,0,0,0.008,0.0,0.75,0.0,0.0
B074LVYZDJ,81,1,0.75,0.0,0,0,0.012345679012345678,0.0,0.75,0.0,0.0
B074LZCVKC,7,1,0.54,0.0,0,0,0.14285714285714285,0.0,0.54,0.0,0.0
B0751LB83D,17,1,0.55,0.0,0,0,0.058823529411764705,0.0,0.55,0.0,0.0
B0753Q75KZ,6,1,0.28,0.0,0,0,0.16666666666666666,0.0,0.28,0.0,0.0
B075L6BL61,72,2,0.92,0.0,0,0,0.027777777777777776,0.0,0.46,0.0,0.0
B075PTW3K4,133,1,0.51,33.98,1,2,0.007518796992481203,1.0,0.51,0.015008828722778107,66.62745098039215
B075YZHYQV,2,1,0.4,0.0,0,0,0.5,0.0,0.4,0.0,0.0
B076Q6442Z,43,2,1.36,0.0,0,0,0.046511627906976744,0.0,0.68,0.0,0.0
B078BYWZXK,13,1,0.6,0.0,0,0,0.07692307692307693,0.0,0.6,0.0,0.0
B0794NYWRT,2,1,0.4,0.0,0,0,0.5,0.0,0.4,0.0,0.0
B0794V5RW1,28,2,1.6,0.0,0,0,0.07142857142857142,0.0,0.8,0.0,0.0
B07B2MPYVQ,66,3,1.4,11.99,1,1,0.045454545454545456,0.3333333333333333,0.4666666666666666,0.11676396997497913,8.564285714285715
B07B2MV34R,98,5,2.4000000000000004,11.99,1,1,0.05102040816326531,0.2,0.4800000000000001,0.20016680567139286,4.995833333333333
B07B4NKVGF,145,2,0.82,28.98,2,2,0.013793103448275862,1.0,0.41,0.028295376121463076,35.34146341463415
B07BFG4G5Y,82,1,0.65,0.0,0,0,0.012195121951219513,0.0,0.65,0.0,0.0
B07FCXRPJ3,60,1,0.45,0.0,0,0,0.016666666666666666,0.0,0.45,0.0,0.0
B07FCY7676,42,3,1.9,0.0,0,0,0.07142857142857142,0.0,0.6333333333333333,0.0,0.0
B07FDKLYPT,102,8,4.470000000000001,16.99,1,1,0.0784313725490196,0.125,0.5587500000000001,0.26309593878752213,3.800894854586129
B07FK3JVQL,40,2,1.13,0.0,0,0,0.05,0.0,0.565,0.0,0.0
B07FRB8D38,1,1,0.22,0.0,0,0,1.0,0.0,0.22,0.0,0.0
B07FVYW3W4,139,3,1.3,11.99,1,1,0.02158273381294964,0.3333333333333333,0.43333333333333335,0.10842368640533778,9.223076923076922
B07G37R24B,9,1,0.65,0.0,0,0,0.1111111111111111,0.0,0.65,0.0,0.0
B07HYZCNKT,66,2,1.1,0.0,0,0,0.030303030303030304,0.0,0.55,0.0,0.0
B07KWKJPNF,26,1,0.5,0.0,0,0,0.038461538461538464,0.0,0.5,0.0,0.0
B07KX95BT6,1,1,0.55,0.0,0,0,1.0,0.0,0.55,0.0,0.0
B07KXPFWY2,4,1,0.6,0.0,0,0,0.25,0.0,0.6,0.0,0.0
B07L437P21,409,4,2.5,0.0,0,0,0.009779951100244499,0.0,0.625,0.0,0.0
B07L5QGF38,24,1,0.5,0.0,0,0,0.041666666666666664,0.0,0.5,0.0,0.0
B07L62YJVN,99,1,0.85,0.0,0,0,0.010101010101010102,0.0,0.85,0.0,0.0
B07MK6C1JM,20,1,0.35,0.0,0,0,0.05,0.0,0.35,0.0,0.0
B07N7NBYSP,73,1,0.45,0.0,0,0,0.0136986301369863,0.0,0.45,0.0,0.0
B07N7PK9QK,320,1,0.6,0.0,0,0,0.003125,0.0,0.6,0.0,0.0
B07N7PWKKQ,50,1,0.25,0.0,0,0,0.02,0.0,0.25,0.0,0.0
B07NQHWHLM,6,1,0.5,0.0,0,0,0.16666666666666666,0.0,0.5,0.0,0.0
B07NQLWYXW,45,1,0.24,0.0,0,0,0.022222222222222223,0.0,0.24,0.0,0.0
B07NSZHMWD,13,1,0.55,0.0,0,0,0.07692307692307693,0.0,0.55,0.0,0.0
B07PW5D2P1,22,1,0.4,0.0,0,0,0.045454545454545456,0.0,0.4,0.0,0.0
B07Q4TD8RS,25,1,0.75,0.0,0,0,0.04,0.0,0.75,0.0,0.0
B07R461Z4L,68,1,0.35,0.0,0,0,0.014705882352941176,0.0,0.35,0.0,0.0
B07RDYKY7Q,9,1,0.5,0.0,0,0,0.1111111111111111,0.0,0.5,0.0,0.0
B07RYN7F2B,4,1,1.05,0.0,0,0,0.25,0.0,1.05,0.0,0.0
B07TV8BS49,9,1,0.5,0.0,0,0,0.1111111111111111,0.0,0.5,0.0,0.0
B07W8WWZ1M,55,1,0.65,0.0,0,0,0.01818181818181818,0.0,0.65,0.0,0.0
B07WYY6KKC,8,1,0.82,0.0,0,0,0.125,0.0,0.82,0.0,0.0
B07X7HPYNS,23,1,0.3,0.0,0,0,0.043478260869565216,0.0,0.3,0.0,0.0
B07XPFTGHR,203,1,0.32,0.0,0,0,0.0049261083743842365,0.0,0.32,0.0,0.0
B07XSN37JK,23,1,0.5,0.0,0,0,0.043478260869565216,0.0,0.5,0.0,0.0
B07YFD3T2T,1934,21,12.67,0.0,0,0,0.010858324715615306,0.0,0.6033333333333333,0.0,0.0
B07YNTMDWD,58,1,0.8,0.0,0,0,0.017241379310344827,0.0,0.8,0.0,0.0
B07ZDKN9W6,1,1,0.25,0.0,0,0,1.0,0.0,0.25,0.0,0.0
B07ZHP5FY6,3,1,0.45,0.0,0,0,0.3333333333333333,0.0,0.45,0.0,0.0
B081QZXDR5,5,1,0.5,0.0,0,0,0.2,0.0,0.5,0.0,0.0
B082P6XTHW,8,1,0.5,0.0,0,0,0.125,0.0,0.5,0.0,0.0
B088PM8YLJ,273,1,0.3,11.99,1,1,0.003663003663003663,1.0,0.3,0.0250208507089241,39.96666666666667
B08D7J83PZ,30,1,0.75,0.0,0,0,0.03333333333333333,0.0,0.75,0.0,0.0
B08HDQW84P,100,2,1.15,0.0,0,0,0.02,0.0,0.575,0.0,0.0
B08HDSTZZP,156,1,0.72,0.0,0,0,0.00641025641025641,0.0,0.72,0.0,0.0
B08JYM7LDQ,1,1,0.55,0.0,0,0,1.0,0.0,0.55,0.0,0.0
B08KSJJK76,73,1,0.45,0.0,0,0,0.0136986301369863,0.0,0.45,0.0,0.0
B08KT2Y49F,17,1,0.5,0.0,0,0,0.058823529411764705,0.0,0.5,0.0,0.0
B08KXC1465,11,1,0.5,0.0,0,0,0.09090909090909091,0.0,0.5,0.0,0.0
B08LBMYGTL,1,1,0.66,0.0,0,0,1.0,0.0,0.66,0.0,0.0
B08M4D84P4,36,3,1.42,0.0,0,0,0.08333333333333333,0.0,0.47333333333333333,0.0,0.0
B08MZFJNJ7,2,1,0.5,0.0,0,0,0.5,0.0,0.5,0.0,0.0
B08T2WP81T,4,1,0.65,0.0,0,0,0.25,0.0,0.65,0.0,0.0
B08W34TJPK,4,1,0.55,0.0,0,0,0.25,0.0,0.55,0.0,0.0
B08ZCNH636,98,4,2.01,0.0,0,0,0.04081632653061224,0.0,0.5025,0.0,0.0
B08ZDSPPM6,1,1,0.45,0.0,0,0,1.0,0.0,0.45,0.0,0.0
B091B6W36N,4,1,0.8,0.0,0,0,0.25,0.0,0.8,0.0,0.0
B0952GYP8Z,17,1,0.43,0.0,0,0,0.058823529411764705,0.0,0.43,0.0,0.0
B09DNBTDH1,3,1,0.4,0.0,0,0,0.3333333333333333,0.0,0.4,0.0,0.0
B09HN971VV,11,1,0.5,0.0,0,0,0.09090909090909091,0.0,0.5,0.0,0.0
B09MSM5X6C,2,1,0.45,0.0,0,0,0.5,0.0,0.45,0.0,0.0
B09QLSBD9L,158,2,0.64,0.0,0,0,0.012658227848101266,0.0,0.32,0.0,0.0
B09S7G5X2Y,2,1,0.39,0.0,0,0,0.5,0.0,0.39,0.0,0.0
B09YKFR6V1,18,1,0.4,0.0,0,0,0.05555555555555555,0.0,0.4,0.0,0.0
B09ZY2K5KB,486,9,4.63,16.99,1,1,0.018518518518518517,0.1111111111111111,0.5144444444444445,0.2725132430841672,3.669546436285097
B0B2KTL2QF,1,1,0.5,0.0,0,0,1.0,0.0,0.5,0.0,0.0
B0B64BKP2Q,83,1,0.8,0.0,0,0,0.012048192771084338,0.0,0.8,0.0,0.0
B0B6RD2C11,27,3,2.1,0.0,0,0,0.1111111111111111,0.0,0.7000000000000001,0.0,0.0
B0B73WNB86,8,1,0.18,0.0,0,0,0.125,0.0,0.18,0.0,0.0
B0B8TB41PF,868,1,0.6,0.0,0,0,0.001152073732718894,0.0,0.6,0.0,0.0
B0B9RCR13S,172,2,0.8,0.0,0,0,0.011627906976744186,0.0,0.4,0.0,0.0
B0BCR43SCW,47,1,0.55,16.99,1,1,0.02127659574468085,1.0,0.55,0.032371983519717484,30.890909090909087
B0BCR476ZM,56,1,0.5,0.0,0,0,0.017857142857142856,0.0,0.5,0.0,0.0
B0BDXJ8RJT,3,1,0.5,0.0,0,0,0.3333333333333333,0.0,0.5,0.0,0.0
B0BGJPVH38,1240,10,5.1499999999999995,0.0,0,0,0.008064516129032258,0.0,0.5149999999999999,0.0,0.0
B0BHXDSSWX,7,1,0.38,0.0,0,0,0.14285714285714285,0.0,0.38,0.0,0.0
B0BQ2PQZS8,17,1,0.65,0.0,0,0,0.058823529411764705,0.0,0.65,0.0,0.0
B0BQX3HG1W,60,1,0.85,0.0,0,0,0.016666666666666666,0.0,0.85,0.0,0.0
B0BRDDYSH2,2,1,0.54,0.0,0,0,0.5,0.0,0.54,0.0,0.0
B0BT1NKY54,53,2,1.1,0.0,0,0,0.03773584905660377,0.0,0.55,0.0,0.0
B0BTY6D4VT,16,1,0.45,0.0,0,0,0.0625,0.0,0.45,0.0,0.0
B0BV8KFJYZ,3,1,0.5,0.0,0,0,0.3333333333333333,0.0,0.5,0.0,0.0
B0BX775SWJ,53,2,1.0,0.0,0,0,0.03773584905660377,0.0,0.5,0.0,0.0
B0BXP3T482,2,1,0.55,0.0,0,0,0.5,0.0,0.55,0.0,0.0
B0C35WRR24,131,3,2.26,19.98,2,2,0.022900763358778626,0.6666666666666666,0.7533333333333333,0.1131131131131131,8.840707964601771
B0C3T4J5KH,25,1,0.45,0.0,0,0,0.04,0.0,0.45,0.0,0.0
B0C4QPGK3L,139,2,0.88,0.0,0,0,0.014388489208633094,0.0,0.44,0.0,0.0
B0C5FP8R7J,801,3,1.93,0.0,0,0,0.003745318352059925,0.0,0.6433333333333333,0.0,0.0
B0C5FR12SJ,200,2,1.07,0.0,0,0,0.01,0.0,0.535,0.0,0.0
B0C6HLD3LX,64,1,0.55,0.0,0,0,0.015625,0.0,0.55,0.0,0.0
B0C6L9KK98,73,1,0.6,0.0,0,0,0.0136986301369863,0.0,0.6,0.0,0.0
B0C6VW7VJV,26,1,0.65,0.0,0,0,0.038461538461538464,0.0,0.65,0.0,0.0
B0C6WXHG5G,2,1,0.59,0.0,0,0,0.5,0.0,0.59,0.0,0.0
B0C7WQ9GG5,4,1,0.49,0.0,0,0,0.25,0.0,0.49,0.0,0.0
B0C8GB3ZW1,3,1,0.6,0.0,0,0,0.3333333333333333,0.0,0.6,0.0,0.0
B0C8LYLYPK,107,2,1.15,0.0,0,0,0.018691588785046728,0.0,0.575,0.0,0.0
B0CCK45T56,189,2,1.4,0.0,0,0,0.010582010582010581,0.0,0.7,0.0,0.0
B0CF5135WP,1,1,0.27,0.0,0,0,1.0,0.0,0.27,0.0,0.0
B0CFYS7M4L,4724,20,10.54,0.0,0,0,0.004233700254022015,0.0,0.5269999999999999,0.0,0.0
B0CFZCRKWH,110,2,0.94,0.0,0,0,0.01818181818181818,0.0,0.47,0.0,0.0
B0CGKRDWGB,65,1,0.4,0.0,0,0,0.015384615384615385,0.0,0.4,0.0,0.0
B0CGQKTZPJ,111,1,0.7,9.99,1,1,0.009009009009009009,1.0,0.7,0.07007007007007006,14.271428571428572
B0CGS2D8J8,58,2,1.2,0.0,0,0,0.034482758620689655,0.0,0.6,0.0,0.0
B0CH79ZSZK,52,2,1.05,0.0,0,0,0.038461538461538464,0.0,0.525,0.0,0.0
B0CJKSW96B,2541,22,13.490000000000002,35.97,3,3,0.008658008658008658,0.13636363636363635,0.6131818181818183,0.3750347511815402,2.66641957005189
B0CJKT2QC8,8,1,0.6,0.0,0,0,0.125,0.0,0.6,0.0,0.0
B0CJM8546H,336,3,2.2,0.0,0,0,0.008928571428571428,0.0,0.7333333333333334,0.0,0.0
B0CKTYV2PW,50,1,0.51,0.0,0,0,0.02,0.0,0.51,0.0,0.0
B0CLFGSM5F,3,1,0.66,0.0,0,0,0.3333333333333333,0.0,0.66,0.0,0.0
B0CLZL2Z4R,21,2,1.35,0.0,0,0,0.09523809523809523,0.0,0.675,0.0,0.0
B0CLZZJGKT,5,1,0.38,0.0,0,0,0.2,0.0,0.38,0.0,0.0
B0CMXF1NK3,708,7,4.08,0.0,0,0,0.009887005649717515,0.0,0.5828571428571429,0.0,0.0
B0CN1R1JTP,1,1,0.75,0.0,0,0,1.0,0.0,0.75,0.0,0.0
B0CN3V9WJY,13,2,1.25,0.0,0,0,0.15384615384615385,0.0,0.625,0.0,0.0
B0CN92Z1GT,8,1,0.45,0.0,0,0,0.125,0.0,0.45,0.0,0.0
B0CNQ7TJBQ,1,1,0.4,0.0,0,0,1.0,0.0,0.4,0.0,0.0
B0CP4K4CL8,80,2,1.1,16.99,1,1,0.025,0.5,0.55,0.06474396703943497,15.445454545454544
B0CQ3VYN4S,70,1,0.65,0.0,0,0,0.014285714285714285,0.0,0.65,0.0,0.0
B0CQGND14Z,1,1,0.4,0.0,0,0,1.0,0.0,0.4,0.0,0.0
